fan_id,favorite_team,signup_date,watched_games,churned,cancel_date
711,TOR,2023-10-18,18,0,
712,SAC,2023-10-11,19,0,
713,GSW,2023-10-21,7,1,2023-12-15
714,DAL,2023-10-10,8,0,
715,MEM,2023-10-06,6,1,2024-01-03
716,BOS,2023-10-27,10,0,
717,PHX,2023-10-09,9,0,
718,DEN,2023-10-25,9,0,
719,PHX,2023-10-28,3,1,2023-11-16
720,SAC,2023-10-14,18,0,
721,TOR,2023-10-04,16,0,
722,LAL,2023-10-21,18,0,
723,PHI,2023-10-25,5,1,2024-01-12
724,PHI,2023-10-13,14,0,
725,DEN,2023-10-24,14,0,
726,HOU,2023-10-11,14,0,
727,DEN,2023-10-05,6,1,2023-10-28
728,SAC,2023-10-22,7,1,2024-01-04
729,HOU,2023-10-08,15,0,
730,MIA,2023-10-19,12,0,
731,TOR,2023-10-14,16,0,
732,GSW,2023-10-06,9,0,
733,SAC,2023-10-08,3,1,2024-01-01
734,DAL,2023-10-04,6,1,2023-10-21
735,DAL,2023-10-17,4,1,2024-01-09
736,ATL,2023-10-02,16,0,
737,SAC,2023-10-27,15,0,
738,MIA,2023-10-19,15,0,
739,CHI,2023-10-28,8,0,
740,SAC,2023-10-07,8,0,
741,CHI,2023-10-02,5,1,2023-10-25
742,MEM,2023-10-06,5,1,2023-12-07
743,LAL,2023-10-19,6,1,2023-11-25
744,MIL,2023-10-23,11,0,
745,MIA,2023-10-02,4,1,2023-11-17
746,MEM,2023-10-28,11,0,
747,MEM,2023-10-05,5,1,2024-01-01
748,SAC,2023-10-21,13,0,
749,PHI,2023-10-27,6,1,2023-12-26
750,PHX,2023-10-18,3,1,2023-12-27
751,MIL,2023-10-08,5,1,2023-12-19
752,MIL,2023-10-12,12,0,
753,LAL,2023-10-07,19,0,
754,MIA,2023-10-13,9,0,
755,LAL,2023-10-26,9,0,
756,TOR,2023-10-06,11,0,
757,SAC,2023-10-16,8,0,
758,GSW,2023-10-11,17,0,
759,PHX,2023-10-14,9,0,
760,DAL,2023-10-25,12,0,
761,BOS,2023-10-28,19,0,
762,TOR,2023-10-11,8,0,
763,BOS,2023-10-06,4,1,2023-11-27
764,MIA,2023-10-03,15,0,
765,PHI,2023-10-11,20,0,
766,DAL,2023-10-03,15,0,
767,DEN,2023-10-22,11,0,
768,GSW,2023-10-16,17,0,
769,DAL,2023-10-09,16,0,
770,PHI,2023-10-23,3,1,2023-11-13
771,CHI,2023-10-08,17,0,
772,GSW,2023-10-16,20,0,
773,MIA,2023-10-16,3,1,2023-12-31
774,GSW,2023-10-27,6,1,2024-01-01
775,SAC,2023-10-17,11,0,
776,PHX,2023-10-12,4,1,2023-11-06
777,LAL,2023-10-14,20,0,
778,HOU,2023-10-12,12,0,
779,CHI,2023-10-10,12,0,
780,MEM,2023-10-17,15,0,
781,DAL,2023-10-25,11,0,
782,PHX,2023-10-19,3,1,2023-12-17
783,SAC,2023-10-21,12,0,
784,PHX,2023-10-01,14,0,
785,LAL,2023-10-13,4,1,2024-01-02
786,MEM,2023-10-04,6,1,2023-11-20
787,ATL,2023-10-13,5,1,2023-12-21
788,CHI,2023-10-15,8,0,
789,MIA,2023-10-04,10,0,
790,GSW,2023-10-26,15,0,
791,LAL,2023-10-12,8,0,
792,PHX,2023-10-07,18,0,
793,TOR,2023-10-04,4,1,2023-11-28
794,TOR,2023-10-24,17,0,
795,PHX,2023-10-14,3,1,2023-11-03
796,PHI,2023-10-14,4,1,2024-01-07
797,CHI,2023-10-21,5,1,2023-12-26
798,HOU,2023-10-21,14,0,
799,ATL,2023-10-23,19,0,
800,DEN,2023-10-21,4,1,2023-11-18
801,ATL,2023-10-27,4,1,2023-12-29
802,HOU,2023-10-04,5,1,2023-11-05
803,MEM,2023-10-16,16,0,
804,TOR,2023-10-01,4,1,2023-12-16
805,MIA,2023-10-10,17,0,
806,MIA,2023-10-14,17,0,
807,MIL,2023-10-24,14,0,
808,BOS,2023-10-08,17,0,
809,TOR,2023-10-26,8,0,
810,HOU,2023-10-22,16,0,
811,GSW,2023-10-01,16,0,
812,MEM,2023-10-08,20,0,
813,DAL,2023-10-07,19,0,
814,LAL,2023-10-04,18,0,
815,PHX,2023-10-17,19,0,
816,MIA,2023-10-05,17,0,
817,PHI,2023-10-06,13,0,
818,MIA,2023-10-24,12,0,
819,CHI,2023-10-11,8,0,
820,ATL,2023-10-12,6,1,2023-12-17
821,LAL,2023-10-22,5,1,2023-12-14
822,SAC,2023-10-07,11,0,
823,HOU,2023-10-08,9,0,
824,CHI,2023-10-28,13,0,
825,SAC,2023-10-10,15,0,
826,MIL,2023-10-28,7,1,2023-12-17
827,CHI,2023-10-17,18,0,
828,MIA,2023-10-07,16,0,
829,DAL,2023-10-22,20,0,
830,BOS,2023-10-01,9,0,
831,DAL,2023-10-07,19,0,
832,CHI,2023-10-27,17,0,
833,PHI,2023-10-14,18,0,
834,GSW,2023-10-19,9,0,
835,CHI,2023-10-16,20,0,
836,NYK,2023-10-24,15,0,
837,BOS,2023-10-10,5,1,2023-12-21
838,PHX,2023-10-05,6,1,2023-11-16
839,MIA,2023-10-04,20,0,
840,GSW,2023-10-07,8,0,
841,SAC,2023-10-11,8,0,
842,GSW,2023-10-22,12,0,
843,LAL,2023-10-27,16,0,
844,DAL,2023-10-06,8,0,
845,NYK,2023-10-01,4,1,2023-12-11
846,DAL,2023-10-25,16,0,
847,HOU,2023-10-15,7,1,2023-11-01
848,PHI,2023-10-09,16,0,
849,TOR,2023-10-21,5,1,2023-12-30
850,NYK,2023-10-20,16,0,
851,PHI,2023-10-07,12,0,
852,PHI,2023-10-18,19,0,
853,LAL,2023-10-02,3,1,2023-10-21
854,NYK,2023-10-16,13,0,
855,DEN,2023-10-06,10,0,
856,MIL,2023-10-24,9,0,
857,MEM,2023-10-20,18,0,
858,MIA,2023-10-21,4,1,2023-11-24
859,CHI,2023-10-15,19,0,
860,SAC,2023-10-11,8,0,
861,MIA,2023-10-14,19,0,
862,PHI,2023-10-15,11,0,
863,BOS,2023-10-04,17,0,
864,MIL,2023-10-05,20,0,
865,DAL,2023-10-28,13,0,
866,MIA,2023-10-20,9,0,
867,PHI,2023-10-01,11,0,
868,MIA,2023-10-07,17,0,
869,LAL,2023-10-02,15,0,
870,MIL,2023-10-07,20,0,
871,SAC,2023-10-23,11,0,
872,NYK,2023-10-08,4,1,2023-11-04
873,MIL,2023-10-04,5,1,2023-12-25
874,MIA,2023-10-19,9,0,
875,CHI,2023-10-24,6,1,2023-11-27
876,PHI,2023-10-11,14,0,
877,PHI,2023-10-15,17,0,
878,DAL,2023-10-15,5,1,2024-01-06
879,ATL,2023-10-08,9,0,
880,MIA,2023-10-26,17,0,
881,MEM,2023-10-11,17,0,
882,TOR,2023-10-27,19,0,
883,PHX,2023-10-06,4,1,2023-11-27
884,BOS,2023-10-24,3,1,2023-12-17
885,ATL,2023-10-09,4,1,2023-12-25
886,CHI,2023-10-26,5,1,2023-11-28
887,PHX,2023-10-20,6,1,2023-11-11
888,SAC,2023-10-23,12,0,
889,DEN,2023-10-20,3,1,2023-11-26
890,ATL,2023-10-23,4,1,2023-11-29
891,MEM,2023-10-01,4,1,2023-12-01
892,HOU,2023-10-07,20,0,
893,HOU,2023-10-24,19,0,
894,LAL,2023-10-01,3,1,2023-11-27
895,GSW,2023-10-21,11,0,
896,LAL,2023-10-02,10,0,
897,ATL,2023-10-23,20,0,
898,SAC,2023-10-15,5,1,2023-11-11
899,PHI,2023-10-19,13,0,
900,ATL,2023-10-10,12,0,
901,PHX,2023-10-16,10,0,
902,PHI,2023-10-21,10,0,
903,BOS,2023-10-27,3,1,2023-12-25
904,TOR,2023-10-19,11,0,
905,LAL,2023-10-08,7,1,2023-10-25
906,TOR,2023-10-04,11,0,
907,NYK,2023-10-18,6,1,2024-01-05
908,DEN,2023-10-16,5,1,2024-01-06
909,SAC,2023-10-05,15,0,
910,PHX,2023-10-24,11,0,
911,CHI,2023-10-28,4,1,2023-11-14
912,GSW,2023-10-07,15,0,
913,TOR,2023-10-03,20,0,
914,GSW,2023-10-18,15,0,
915,PHI,2023-10-13,15,0,
916,BOS,2023-10-27,14,0,
917,LAL,2023-10-20,6,1,2024-01-05
918,ATL,2023-10-18,7,1,2023-12-17
919,BOS,2023-10-19,19,0,
920,NYK,2023-10-15,4,1,2023-11-19
921,MIL,2023-10-07,20,0,
922,HOU,2023-10-03,20,0,
923,MIL,2023-10-27,20,0,
924,DEN,2023-10-23,20,0,
925,PHX,2023-10-05,7,1,2023-10-29
926,DAL,2023-10-25,20,0,
927,MIA,2023-10-23,13,0,
928,TOR,2023-10-01,20,0,
929,PHI,2023-10-23,13,0,
930,ATL,2023-10-15,5,1,2024-01-09
931,DAL,2023-10-09,18,0,
932,CHI,2023-10-05,9,0,
933,PHI,2023-10-18,14,0,
934,GSW,2023-10-01,6,1,2023-12-11
935,LAL,2023-10-19,18,0,
936,HOU,2023-10-20,13,0,
937,HOU,2023-10-01,8,0,
938,CHI,2023-10-21,6,1,2023-12-24
939,CHI,2023-10-10,12,0,
940,NYK,2023-10-13,15,0,
941,PHX,2023-10-04,9,0,
942,LAL,2023-10-02,3,1,2023-10-21
943,CHI,2023-10-22,10,0,
944,TOR,2023-10-17,3,1,2023-12-22
945,LAL,2023-10-05,17,0,
946,PHI,2023-10-04,7,1,2023-11-24
947,LAL,2023-10-07,6,1,2023-10-25
948,PHI,2023-10-21,9,0,
949,PHI,2023-10-03,11,0,
950,ATL,2023-10-03,13,0,
951,LAL,2023-10-07,12,0,
952,MIL,2023-10-25,8,0,
953,LAL,2023-10-07,7,1,2023-12-17
954,HOU,2023-10-13,9,0,
955,LAL,2023-10-11,13,0,
956,MIA,2023-10-02,17,0,
957,NYK,2023-10-22,12,0,
958,BOS,2023-10-22,3,1,2024-01-08
959,DEN,2023-10-02,13,0,
960,DEN,2023-10-17,10,0,
961,LAL,2023-10-01,10,0,
962,HOU,2023-10-15,15,0,
963,PHI,2023-10-19,12,0,
964,PHI,2023-10-08,12,0,
965,NYK,2023-10-26,5,1,2023-11-11
966,PHI,2023-10-20,10,0,
967,GSW,2023-10-18,18,0,
968,MEM,2023-10-01,9,0,
969,MIA,2023-10-02,8,0,
970,PHX,2023-10-26,7,1,2023-11-11
971,LAL,2023-10-08,13,0,
972,PHI,2023-10-24,4,1,2024-01-09
973,SAC,2023-10-05,3,1,2023-10-30
974,HOU,2023-10-25,8,0,
975,SAC,2023-10-19,14,0,
976,NYK,2023-10-04,16,0,
977,MEM,2023-10-22,17,0,
978,LAL,2023-10-09,3,1,2023-11-29
979,PHX,2023-10-23,4,1,2024-01-08
980,MIA,2023-10-12,16,0,
981,HOU,2023-10-21,10,0,
982,TOR,2023-10-16,3,1,2023-11-10
983,DAL,2023-10-28,8,0,
984,GSW,2023-10-20,13,0,
985,GSW,2023-10-05,14,0,
986,CHI,2023-10-14,13,0,
987,MEM,2023-10-13,19,0,
988,GSW,2023-10-27,10,0,
989,GSW,2023-10-19,18,0,
990,DEN,2023-10-28,13,0,
991,MIA,2023-10-25,16,0,
992,HOU,2023-10-06,5,1,2023-12-21
993,MIA,2023-10-03,15,0,
994,TOR,2023-10-22,20,0,
995,PHI,2023-10-20,4,1,2023-12-05
996,GSW,2023-10-16,13,0,
997,MIL,2023-10-07,6,1,2023-12-05
998,LAL,2023-10-17,16,0,
999,MEM,2023-10-27,7,1,2023-12-18
1000,GSW,2023-10-22,6,1,2023-12-22
1001,PHI,2023-10-17,8,0,
1002,ATL,2023-10-15,17,0,
1003,DAL,2023-10-08,14,0,
1004,DEN,2023-10-18,6,1,2023-11-20
1005,MIA,2023-10-21,19,0,
1006,BOS,2023-10-07,19,0,
1007,BOS,2023-10-01,16,0,
1008,HOU,2023-10-09,20,0,
1009,MEM,2023-10-25,7,1,2023-12-27
1010,LAL,2023-10-21,4,1,2023-12-31
1011,GSW,2023-10-16,7,1,2023-12-04
1012,TOR,2023-10-17,10,0,
1013,PHI,2023-10-03,10,0,
1014,SAC,2023-10-13,5,1,2023-10-29
1015,GSW,2023-10-24,3,1,2023-12-13
1016,MIA,2023-10-11,10,0,
1017,HOU,2023-10-12,16,0,
1018,NYK,2023-10-28,20,0,
1019,MIA,2023-10-03,6,1,2023-10-30
1020,GSW,2023-10-27,14,0,
1021,NYK,2023-10-13,8,0,
1022,MIA,2023-10-27,20,0,
1023,MIA,2023-10-25,8,0,
1024,PHX,2023-10-07,14,0,
1025,CHI,2023-10-21,12,0,
1026,DAL,2023-10-09,8,0,
1027,CHI,2023-10-01,20,0,
1028,MIA,2023-10-19,17,0,
1029,SAC,2023-10-22,10,0,
1030,BOS,2023-10-15,10,0,
1031,LAL,2023-10-21,5,1,2023-11-21
1032,HOU,2023-10-26,13,0,
1033,CHI,2023-10-27,3,1,2023-11-25
1034,LAL,2023-10-06,10,0,
1035,DEN,2023-10-11,18,0,
1036,BOS,2023-10-25,14,0,
1037,NYK,2023-10-24,4,1,2023-12-28
1038,MEM,2023-10-23,9,0,
1039,ATL,2023-10-24,13,0,
1040,DEN,2023-10-15,10,0,
1041,NYK,2023-10-19,6,1,2023-11-30
1042,HOU,2023-10-01,3,1,2023-11-08
1043,DEN,2023-10-22,17,0,
1044,MEM,2023-10-12,13,0,
1045,SAC,2023-10-16,14,0,
1046,CHI,2023-10-04,13,0,
1047,DAL,2023-10-13,19,0,
1048,PHX,2023-10-18,4,1,2023-11-20
1049,CHI,2023-10-24,12,0,
1050,PHX,2023-10-05,5,1,2023-12-03
1051,MEM,2023-10-22,8,0,
1052,HOU,2023-10-27,17,0,
1053,GSW,2023-10-17,5,1,2024-01-09
1054,BOS,2023-10-22,12,0,
1055,LAL,2023-10-11,15,0,
1056,SAC,2023-10-10,5,1,2023-11-26
1057,DAL,2023-10-17,3,1,2024-01-13
1058,DEN,2023-10-03,7,1,2023-11-16
1059,MIL,2023-10-04,18,0,
1060,HOU,2023-10-03,19,0,
1061,BOS,2023-10-21,20,0,
1062,LAL,2023-10-17,9,0,
1063,TOR,2023-10-13,18,0,
1064,MIA,2023-10-23,14,0,
1065,SAC,2023-10-14,12,0,
1066,PHI,2023-10-06,11,0,
1067,MIL,2023-10-05,13,0,
1068,GSW,2023-10-08,19,0,
1069,ATL,2023-10-13,7,1,2023-12-05
1070,ATL,2023-10-14,17,0,
1071,PHI,2023-10-26,4,1,2023-11-30
1072,MEM,2023-10-22,10,0,
1073,BOS,2023-10-27,9,0,
1074,DAL,2023-10-24,16,0,
1075,LAL,2023-10-11,11,0,
1076,SAC,2023-10-10,5,1,2024-01-06
1077,MIA,2023-10-16,19,0,
1078,ATL,2023-10-20,17,0,
1079,MEM,2023-10-07,17,0,
1080,BOS,2023-10-05,11,0,
1081,HOU,2023-10-20,18,0,
1082,MIL,2023-10-14,3,1,2023-12-14
1083,MIA,2023-10-18,15,0,
1084,DEN,2023-10-26,19,0,
1085,DEN,2023-10-28,17,0,
1086,CHI,2023-10-22,6,1,2023-12-26
1087,PHX,2023-10-16,4,1,2024-01-03
1088,DAL,2023-10-13,12,0,
1089,MEM,2023-10-07,14,0,
1090,MIA,2023-10-08,3,1,2023-12-15
1091,NYK,2023-10-25,13,0,
1092,BOS,2023-10-12,9,0,
1093,PHI,2023-10-22,15,0,
1094,LAL,2023-10-18,9,0,
1095,PHI,2023-10-26,11,0,
1096,BOS,2023-10-18,10,0,
1097,LAL,2023-10-02,20,0,
1098,CHI,2023-10-11,14,0,
1099,CHI,2023-10-25,14,0,
1100,CHI,2023-10-14,14,0,
1101,MIL,2023-10-11,4,1,2024-01-07
1102,DEN,2023-10-09,18,0,
1103,MEM,2023-10-19,7,1,2023-12-08
1104,BOS,2023-10-03,6,1,2023-11-06
1105,LAL,2023-10-10,13,0,
1106,MEM,2023-10-15,11,0,
1107,MIL,2023-10-12,18,0,
1108,SAC,2023-10-07,7,1,2023-12-04
1109,MEM,2023-10-09,14,0,
1110,PHI,2023-10-10,3,1,2023-11-26
1111,NYK,2023-10-23,7,1,2023-12-17
1112,BOS,2023-10-26,18,0,
1113,BOS,2023-10-02,11,0,
1114,BOS,2023-10-25,6,1,2023-11-17
1115,PHX,2023-10-11,5,1,2023-11-23
1116,PHI,2023-10-16,16,0,
1117,NYK,2023-10-15,5,1,2023-11-19
1118,DAL,2023-10-11,7,1,2023-11-26
1119,PHI,2023-10-01,17,0,
1120,NYK,2023-10-12,5,1,2023-11-16
1121,DAL,2023-10-19,14,0,
1122,DAL,2023-10-15,3,1,2023-12-24
1123,PHX,2023-10-28,3,1,2023-11-19
1124,DAL,2023-10-12,15,0,
1125,DEN,2023-10-21,7,1,2023-12-22
1126,DEN,2023-10-18,13,0,
1127,MIA,2023-10-03,18,0,
1128,BOS,2023-10-28,11,0,
1129,ATL,2023-10-24,19,0,
1130,GSW,2023-10-09,5,1,2023-11-23
1131,PHI,2023-10-01,7,1,2023-10-25
1132,CHI,2023-10-10,3,1,2024-01-05
1133,NYK,2023-10-13,19,0,
1134,NYK,2023-10-03,15,0,
1135,NYK,2023-10-17,5,1,2023-12-05
1136,BOS,2023-10-09,15,0,
1137,ATL,2023-10-13,13,0,
1138,ATL,2023-10-02,5,1,2023-12-14
1139,DEN,2023-10-25,10,0,
1140,SAC,2023-10-04,14,0,
1141,HOU,2023-10-03,15,0,
1142,CHI,2023-10-12,12,0,
1143,PHX,2023-10-24,20,0,
1144,PHI,2023-10-05,5,1,2023-11-27
1145,SAC,2023-10-28,7,1,2024-01-25
1146,NYK,2023-10-23,14,0,
1147,DEN,2023-10-17,16,0,
1148,MEM,2023-10-02,7,1,2023-11-23
1149,DEN,2023-10-07,14,0,
1150,MIA,2023-10-05,3,1,2023-11-26
1151,BOS,2023-10-03,13,0,
1152,MIL,2023-10-12,12,0,
1153,GSW,2023-10-18,15,0,
1154,MIL,2023-10-28,15,0,
1155,LAL,2023-10-15,11,0,
1156,GSW,2023-10-27,14,0,
1157,PHX,2023-10-02,12,0,
1158,CHI,2023-10-07,3,1,2023-11-13
1159,HOU,2023-10-06,20,0,
1160,PHX,2023-10-21,6,1,2023-12-05
1161,GSW,2023-10-17,20,0,
1162,PHX,2023-10-18,7,1,2023-11-11
1163,PHI,2023-10-26,15,0,
1164,DAL,2023-10-27,6,1,2023-11-18
1165,GSW,2023-10-17,19,0,
1166,DEN,2023-10-22,8,0,
1167,CHI,2023-10-15,8,0,
1168,TOR,2023-10-03,3,1,2023-11-27
1169,MIA,2023-10-09,11,0,
1170,CHI,2023-10-18,20,0,
1171,BOS,2023-10-14,4,1,2023-12-27
1172,MIA,2023-10-18,18,0,
1173,MEM,2023-10-05,20,0,
1174,DEN,2023-10-08,15,0,
1175,DAL,2023-10-03,11,0,
1176,MEM,2023-10-18,11,0,
1177,MIL,2023-10-17,9,0,
1178,DAL,2023-10-21,12,0,
1179,NYK,2023-10-28,20,0,
1180,DAL,2023-10-23,11,0,
1181,GSW,2023-10-23,20,0,
1182,TOR,2023-10-23,6,1,2024-01-17
1183,ATL,2023-10-20,10,0,
1184,PHI,2023-10-06,11,0,
1185,MEM,2023-10-02,7,1,2023-11-15
1186,SAC,2023-10-07,16,0,
1187,GSW,2023-10-27,11,0,
1188,DAL,2023-10-20,6,1,2024-01-02
1189,TOR,2023-10-10,19,0,
1190,TOR,2023-10-08,10,0,
1191,MIA,2023-10-10,13,0,
1192,TOR,2023-10-08,20,0,
1193,DEN,2023-10-02,19,0,
1194,DAL,2023-10-09,4,1,2023-12-31
1195,MIL,2023-10-06,16,0,
1196,CHI,2023-10-15,18,0,
1197,MIL,2023-10-15,4,1,2023-11-28
1198,HOU,2023-10-05,4,1,2023-12-11
1199,TOR,2023-10-18,17,0,
1200,PHI,2023-10-19,10,0,
1201,DEN,2023-10-18,19,0,
1202,NYK,2023-10-22,10,0,
1203,NYK,2023-10-23,20,0,
1204,LAL,2023-10-15,10,0,
1205,HOU,2023-10-02,20,0,
1206,NYK,2023-10-02,18,0,
1207,MEM,2023-10-02,9,0,
1208,ATL,2023-10-08,4,1,2023-11-29
1209,NYK,2023-10-03,4,1,2023-12-28
1210,NYK,2023-10-27,15,0,
1211,HOU,2023-10-14,20,0,
1212,MIA,2023-10-07,16,0,
1213,ATL,2023-10-02,19,0,
1214,BOS,2023-10-22,8,0,
1215,LAL,2023-10-28,7,1,2024-01-23
1216,NYK,2023-10-02,6,1,2023-11-26
1217,CHI,2023-10-23,11,0,
1218,CHI,2023-10-08,10,0,
1219,MEM,2023-10-15,13,0,
1220,HOU,2023-10-06,19,0,
1221,MEM,2023-10-06,18,0,
1222,PHX,2023-10-19,19,0,
1223,MEM,2023-10-19,9,0,
1224,DAL,2023-10-27,18,0,
1225,HOU,2023-10-10,5,1,2023-12-19
1226,PHI,2023-10-13,7,1,2023-10-30
1227,CHI,2023-10-18,9,0,
1228,DAL,2023-10-28,11,0,
1229,HOU,2023-10-16,10,0,
1230,NYK,2023-10-28,14,0,
1231,LAL,2023-10-23,7,1,2023-12-05
1232,MIA,2023-10-28,4,1,2023-11-12
1233,GSW,2023-10-04,7,1,2023-11-24
1234,MIL,2023-10-17,16,0,
1235,PHX,2023-10-10,13,0,
1236,BOS,2023-10-15,10,0,
1237,NYK,2023-10-08,14,0,
1238,DAL,2023-10-16,20,0,
1239,NYK,2023-10-09,14,0,
1240,GSW,2023-10-16,17,0,
1241,DEN,2023-10-10,14,0,
1242,DAL,2023-10-04,18,0,
1243,PHX,2023-10-06,9,0,
1244,GSW,2023-10-13,20,0,
1245,TOR,2023-10-26,5,1,2024-01-08
1246,TOR,2023-10-14,13,0,
1247,DEN,2023-10-02,6,1,2023-10-22
1248,NYK,2023-10-19,6,1,2023-12-26
1249,NYK,2023-10-10,12,0,
1250,MIL,2023-10-20,7,1,2023-11-12
1251,NYK,2023-10-28,4,1,2023-11-29
1252,GSW,2023-10-08,14,0,
1253,LAL,2023-10-05,19,0,
1254,ATL,2023-10-28,16,0,
1255,DEN,2023-10-10,4,1,2023-12-28
1256,MIA,2023-10-02,7,1,2023-11-19
1257,LAL,2023-10-09,3,1,2023-12-07
1258,LAL,2023-10-07,7,1,2023-11-18
1259,PHI,2023-10-16,17,0,
1260,LAL,2023-10-16,6,1,2023-12-21
1261,NYK,2023-10-18,15,0,
1262,HOU,2023-10-24,5,1,2023-11-11
1263,SAC,2023-10-08,3,1,2023-10-31
1264,ATL,2023-10-13,15,0,
1265,CHI,2023-10-12,17,0,
1266,SAC,2023-10-05,16,0,
1267,TOR,2023-10-10,13,0,
1268,TOR,2023-10-09,11,0,
1269,LAL,2023-10-26,13,0,
1270,DEN,2023-10-25,6,1,2023-12-18
1271,MIL,2023-10-24,5,1,2024-01-02
1272,MIA,2023-10-27,5,1,2023-11-20
1273,HOU,2023-10-05,12,0,
1274,MEM,2023-10-18,20,0,
1275,PHI,2023-10-20,11,0,
1276,MIL,2023-10-26,7,1,2024-01-20
1277,DEN,2023-10-24,5,1,2023-12-29
1278,DEN,2023-10-05,5,1,2023-10-20
1279,MIL,2023-10-27,11,0,
1280,MIA,2023-10-07,20,0,
1281,LAL,2023-10-09,11,0,
1282,NYK,2023-10-05,14,0,
1283,MIL,2023-10-11,7,1,2023-11-18
1284,MIA,2023-10-18,5,1,2023-11-15
1285,DEN,2023-10-05,20,0,
1286,HOU,2023-10-13,17,0,
1287,GSW,2023-10-13,11,0,
1288,DEN,2023-10-23,3,1,2023-12-20
1289,PHX,2023-10-10,14,0,
1290,SAC,2023-10-01,19,0,
1291,SAC,2023-10-28,8,0,
1292,GSW,2023-10-12,19,0,
1293,NYK,2023-10-18,4,1,2023-12-09
1294,PHX,2023-10-16,9,0,
1295,MEM,2023-10-14,13,0,
1296,LAL,2023-10-14,10,0,
1297,DAL,2023-10-18,17,0,
1298,GSW,2023-10-12,4,1,2023-11-14
1299,PHI,2023-10-10,12,0,
1300,HOU,2023-10-18,5,1,2023-11-11
1301,CHI,2023-10-24,18,0,
1302,ATL,2023-10-17,3,1,2023-11-09
1303,PHI,2023-10-24,14,0,
1304,DEN,2023-10-06,4,1,2023-12-31
1305,CHI,2023-10-13,10,0,
1306,CHI,2023-10-20,19,0,
1307,PHI,2023-10-25,9,0,
1308,ATL,2023-10-06,14,0,
1309,LAL,2023-10-10,8,0,
1310,DAL,2023-10-06,5,1,2023-12-25
1311,MIA,2023-10-09,9,0,
1312,PHI,2023-10-27,14,0,
1313,HOU,2023-10-26,6,1,2023-11-24
1314,DAL,2023-10-26,6,1,2024-01-08
1315,MIA,2023-10-28,11,0,
1316,MEM,2023-10-22,6,1,2024-01-13
1317,GSW,2023-10-27,6,1,2024-01-22
1318,DEN,2023-10-25,10,0,
1319,PHX,2023-10-18,13,0,
1320,PHX,2023-10-11,14,0,
1321,GSW,2023-10-03,8,0,
1322,MIL,2023-10-06,6,1,2023-11-16
1323,HOU,2023-10-19,16,0,
1324,CHI,2023-10-06,16,0,
1325,PHX,2023-10-05,13,0,
1326,DAL,2023-10-14,10,0,
1327,MEM,2023-10-10,3,1,2023-10-30
1328,CHI,2023-10-12,19,0,
1329,BOS,2023-10-23,20,0,
1330,HOU,2023-10-10,8,0,
1331,NYK,2023-10-03,12,0,
1332,CHI,2023-10-09,20,0,
1333,GSW,2023-10-22,17,0,
1334,SAC,2023-10-09,14,0,
1335,GSW,2023-10-24,3,1,2024-01-01
1336,TOR,2023-10-20,12,0,
1337,DEN,2023-10-13,15,0,
1338,MIL,2023-10-19,16,0,
1339,MEM,2023-10-08,8,0,
1340,MIL,2023-10-13,9,0,
1341,DEN,2023-10-14,6,1,2023-11-06
1342,BOS,2023-10-01,17,0,
1343,ATL,2023-10-27,15,0,
1344,NYK,2023-10-13,17,0,
1345,BOS,2023-10-15,14,0,
1346,DAL,2023-10-22,19,0,
1347,CHI,2023-10-08,5,1,2024-01-06
1348,MIL,2023-10-15,4,1,2023-12-15
1349,MIA,2023-10-04,7,1,2023-11-01
1350,SAC,2023-10-19,11,0,
1351,GSW,2023-10-06,18,0,
1352,MIA,2023-10-01,13,0,
1353,MIA,2023-10-28,9,0,
1354,MEM,2023-10-14,18,0,
1355,DAL,2023-10-14,6,1,2024-01-06
1356,HOU,2023-10-18,14,0,
1357,MIA,2023-10-14,6,1,2023-12-23
1358,SAC,2023-10-26,16,0,
1359,SAC,2023-10-13,19,0,
1360,SAC,2023-10-24,16,0,
1361,BOS,2023-10-23,11,0,
1362,LAL,2023-10-07,18,0,
1363,DEN,2023-10-21,8,0,
1364,MEM,2023-10-12,4,1,2024-01-09
1365,MIL,2023-10-01,13,0,
1366,CHI,2023-10-05,17,0,
1367,PHI,2023-10-09,7,1,2023-11-18
1368,MIA,2023-10-23,4,1,2023-12-15
1369,LAL,2023-10-05,7,1,2024-01-01
1370,BOS,2023-10-24,12,0,
1371,TOR,2023-10-01,7,1,2023-12-21
1372,ATL,2023-10-15,16,0,
1373,MEM,2023-10-23,9,0,
1374,HOU,2023-10-02,9,0,
1375,CHI,2023-10-20,5,1,2023-11-13
1376,MEM,2023-10-19,15,0,
1377,LAL,2023-10-23,14,0,
1378,NYK,2023-10-21,3,1,2023-11-25
1379,CHI,2023-10-28,5,1,2023-11-24
1380,HOU,2023-10-28,7,1,2023-12-25
1381,HOU,2023-10-05,16,0,
1382,BOS,2023-10-14,9,0,
1383,ATL,2023-10-20,3,1,2024-01-16
1384,BOS,2023-10-17,7,1,2023-12-09
1385,SAC,2023-10-13,19,0,
1386,ATL,2023-10-07,14,0,
1387,DAL,2023-10-04,9,0,
1388,MIA,2023-10-13,6,1,2023-12-28
1389,HOU,2023-10-12,6,1,2023-12-23
1390,MIA,2023-10-09,14,0,
1391,PHI,2023-10-13,16,0,
1392,DEN,2023-10-03,7,1,2023-11-05
1393,ATL,2023-10-03,17,0,
